"PLACE_NAME_MAPPING","PLACE_NAME_GAZETTEER","ALTITUDE","COMMENTS","COUNTRY_NAME","FEATURE_TYPE_NAME","GAZ_ID","GAZETTEER","LATITUDE","LONGITUDE","NAMED_FOR","NARRATIVE","SCAR_COMMON_ID","SCAR_MAP_CAT_ID","SOURCE_COUNTRY_CODE","SOURCE_IDENTIFIER","SOURCE_NAME","SOURCE_PUBLISHER","SOURCE_SCALE","RELIC_FLAG","AUS_DISPLAY_SCALE_20M","AUS_DISPLAY_SCALE_10M","AUS_DISPLAY_SCALE_5M","AUS_DISPLAY_SCALE_2M","AUS_DISPLAY_SCALE_1M","AUS_DISPLAY_SCALE_500K","AUS_DISPLAY_SCALE_250K","AUS_DISPLAY_SCALE_100K","AUS_DISPLAY_SCALE_50K","AUS_DISPLAY_SCALE_25K","AUS_DISPLAY_SCALE_10K","AUS_DISPLAY_SCALE_5K","AUS_DISPLAY_SCALE_1K"
"Lashly Glacier","Lashly Glacier",,,"Australia","Glacier",442,"AUS",-77.9167,159.8,,"A short, broad glacier lying between the Lashly Mountains on the west and the Mt Feather - Tabular Mountain block (Ross Dependency) on the east.  It flows south from a poorly defined ice divide from the upper Taylor Glacier, into the upper Skelton Glacier.  So named by the New Zealand party of TAE (1956-58) because of its proximity to the Lashly Mountains.",8166,,"AUS",,,,,0,"No","No","No","No","No","No","No","No","No","No","No","No","No"
"Lashly Mountains","Lashly Mountains",,,"Australia","Mountain",1395,"AUS",-77.9,159.55,,"Mountains rising to 2,620 m above sea level standing near the edge of the polar plateau and south of the head of the Taylor Glacier in Victoria Land. These mountains, which are partly in the Ross Dependency, were discovered by the British National Antarctic Expedition (1901-1904) under Scott who named them after Leading-Stoker William Lashly, RN, a member of the expedition.",8167,,"AUS",,,,,0,"No","No","No","No","No","No","No","No","No","No","No","No","No"
"Lassesen Island","Lassesen Island",,,"Australia","Island",138192,"AUS",-66.96342,142.64492,"Lassesen Island was named in 2017 after the dog donated by explorer Roald Amundsen to the AAE, a namesake for his favourite dog that reached the South Pole but died on the return journey. ","An island in the Mackellar Islands lying to the north and north-west of Cape Denison, on the coast of George V Land. Discovered by AAE (1911-14) under Sir Douglas Mawson, who named the group of islands after C.D. Mackellar of London, a patron of the expedition. ",19811,,"AUS",,"Multiple satellite images",,10000,0,"No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes"
"Lassitude Lake","Lassitude Lake",495,,"Australia","Water body",1153,"AUS",-67.7696111111,62.8050555556,"Lassitude was a condition suffered by the doctor in the famous book ""Ascent of Rumdoodle"" by W. E. Bowman.  The novel is traditionally very popular at Mawson","A small permanently frozen lake at the foot of a steep ice slope in the Framnes Mountains.  It has a pressure dome in the centre and is about 2.2 ha in area.  The lake is near Rumdoodle hut.",8170,,,,"Framnes Mountains 1:25000 Topographic GIS Dataset","Australian Antarctic Division",2000,0,"No","No","No","No","No","No","No","No","No","No","No","No","No"
"Laternula Inlet","Laternula Inlet",0,"Metadata for coordinates and origin of topographic data.","Australia","Inlet",754,"AUS",-68.6500000838,77.9166944108,"Named because of its proximity to Laternula Lake to which it was probably connected in recent geological time.","An inlet on Mule Peninsula, Vestfold Hills, just west of Laternula Lake.  Visited by an ANARE geological and biological party in January-February 1972.",8177,,"AUS","vest_hills_gis","Vestfold Hills Topographic GIS Dataset","Australian Antarctic Division",5000,0,"No","No","No","No","No","No","No","No","Yes","Yes","No","No","No"
"Laternula Lake","Laternula Lake",-3.3,"Metadata for coordinates and origin of topographic data.","Australia","Water body",1282,"AUS",-68.6488888107,77.972777747,,"A lake about 1 km SSW of Clear Lake on Mule Peninsula, Vestfold Hills. The lake was visited by an ANARE Biological and Geological party in January 1972 who found it to have unique layered deposits of the shells of the clam, <i>Laternula elliptica</i> around it.",8178,,"AUS","vest_hills_gis","Vestfold Hills Topographic GIS Dataset","Australian Antarctic Division",5000,0,"No","No","No","No","No","No","No","No","Yes","Yes","No","No","No"
"Latham Peak","Latham Peak",,,"Australia","Peak",1972,"AUS",-66.35,51.8,,"A peak about 24 km south-east of Mt. Biscoe in Enderby Land.  Discovered in January, 1930, by BANZARE (1929-31) under Sir Douglas Mawson, who named it after the Rt. Hon. Sir John Latham, Minister for External Affairs in the Australian Commonwealth Government, 1931-34.",8179,,"AUS",,,,,0,"No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"Laurens Peninsula","Laurens Peninsula",,,"Australia","Peninsula",2090,"AUS",-53,73.3,"The barque <i>Laurens</i> (Captain Franklin E. Smith) of New London, Connecticut, USA began operations on the Island late in 1855.","A prominent peninsula on the north-west part of Heard Island joined by a narrow isthmus.",,,"AUS",,,,,0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No"
"Lauritzen Bay","Lauritzen Bay",,,"Australia","Bay",54,"AUS",-69.0833055556,156.833305556,"Knud Lauritzen, shipowner, of Copenhagen","A very broad bay, choked with bay ice and ice shelf, west of the Matusevich Glacier in Oates Land. Photographed by USN Operation Highjump (1946-47).  Sketched and photographed by Phillip Law, leader of the ANARE Expedition on the MV <i>Magga Dan</i> on 20 February, 1959.  Named after Knud Lauritzen, shipowner, of Copenhagen, Denmark, owner of the <i>Magga Dan</i> and other vessels used by ANARE since 1954.",8192,,"AUS",,,,,0,"Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"Lavallee Point","Lavallee Point",,,"Australia","Point",2149,"AUS",-76.6167,159.85,"Lieut. Lavallee, US Navy helicopter pilot","The northernmost point of Shipton Ridge in the Allan Hills. Discovered by the NZARP Allan Hills Expedition (1964).  Named after Lieut. Lavallee, a US Navy helicopter pilot, who assisted in establishing the expedition in the Allan Hills.",8201,,"AUS",,,,,0,"No","No","No","No","No","No","No","No","No","No","No","No","No"
"Lavett Bluff","Lavett Bluff",100,,"Australia","Bluff",176,"AUS",-53.1852777778,73.5366666667,,"A rock bluff on the south coast of Heard Island just west of Fiftyone Glacier.",,,,,"WorldView-2 17/01/ 2010 Satellite Cat ID 2092","DigitalGlobe",10000,0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No"
"Law Dome","Law Dome",1395,,"Australia","Dome",412,"AUS",-66.7333055556,112.833305556,"Named after Dr P.G. Law, Director of the Antarctic Division, Australian Department of External Affairs 1949-66.","An ice dome on the Budd Coast of Wilkes Land, centred about 125 km ESE of Casey Station.  The dome is 1395 m high (per 1:1M map sheet SQ49-50).  The presence and nature of the dome have been revealed as the result of intensive glaciological and geophysical survey by ANARE parties since 1962.",8209,,,,"Windmill Islands 1:50000 GIS Dataset","Australian Antarctic Division",5000,0,"No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"Law Dome Summit","Law Dome Summit",1395,,"Australia","AWS",17,"AUS",-66.7333055556,112.833305556,"It is named after Dr Phillip Law who joined the Australian National Antarctic Research Expeditions (ANARE) in July 1947 as Senior Scientific Officer.  In January 1949 he became Director of the Antarctic Division, a post held until 1966.  Law established Mawson, the first permanent scientific station on the Antarctic continent in 1954.  He later established Davis Station in 1957 to participate in the International Geophysical Year (IGY) 1957-58.  In 1959 he accepted custody of the American IGY Station Wilkes for the Australian Government.  Law took the opportunity of relief voyages to explore the coast of the Australian Antarctic Territory and beyond, between 450 East and 1670 East.  During these voyages, using aircraft, he obtained photographs of the whole coast and made landings at many places where astronomical fixes were taken, magnetic and gravity measurements obtained and a geological survey carried out.","The automatic weather station was established in April 1986.  It is located at an elevation of 1395m (per 1:1M map sheet SQ49-50).",8210,,,,"Windmill Islands 1:50000 GIS Dataset","Australian Antarctic Division",5000,0,"No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"Law Glacier","Law Glacier",,,"Australia","Glacier",581,"AUS",-84,160,"Named by the Southern Survey Party of the New Zealand Trans-Antarctic Expedition, 1956-1958, for Mr B.R. Law, Deputy Chairman of the Ross Sea Committee.","A glacier, largely in the Ross Dependency in the southern portion of the Queen Elizabeth Range, draining from the Polar Plateau to the Bowden Névé.",8211,,,,,,,0,"No","No","No","No","No","No","No","No","No","No","No","No","No"
"Law Islands","Law Islands",,,"Australia","Island",817,"AUS",-67.2511111111,59.0835,,"A group of islands lying off the eastern side of Law Promontory. So named because of their proximity to Law Promontory. Mapped by Norwegian cartographers from air photographs taken by the Lars Christensen Expedition (1936-37).  First visited by ANARE party led by Peter W. Crohn in 1956.",8212,,"AUS",,,,,0,"No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"Law Landing","Law Landing",10,,"Australia","Landing",1299,"AUS",-68.9223055556,77.9093055556,"Named for Dr PG Law, former Director, Australian Antarctic Division.","A shingle beach at the site of the first landing on Macey Peninsula, Rauer Group by Dr PG Law from the Kista Dan on 11 January 1957.  The group was searching for a site for a new station.",8213,,,,,,,0,"No","No","No","No","No","No","No","No","No","No","No","No","No"
"Law Plateau","Law Plateau",,,"Australia","Plateau",2135,"AUS",-72.8333,70,"Phillip G. Law","A high ice plateau extending eastwards from the Mawson Escarpment.  Delineated from air photographs taken from ANARE aircraft in 1956.  Named after Phillip G. Law, (then) Director of the Australian Antarctic Division of the (then) Department of External Affairs.",8214,,"AUS",,,,,0,"No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"Law Promontory","Law Promontory",,,"Australia","Promontory",2222,"AUS",-67.2216111111,58.784,,"A promontory about 28 km across, situated just west and north-west of Stefansson Bay. This feature appears to have been first mapped with an accuracy by William Scoresby in February 1936.  It was photographed from the air by the Lars Christensen Expedition (1936-37) and subsequently plotted on the Hansen Atlas Sheet 5 as Breidhovde.  First visited by an ANARE party led by Peter W. Crohn in May, 1956. Named after Phillip Law who flew over and photographed this feature in February 1954.",8215,,,,"LIMA - Landsat Image Mosaic Antarctica","USGS - United States Geological Survey",25000,0,"No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"Lawrence Hills","Lawrence Hills",,,"Australia","Hill",690,"AUS",-72.4916,68.7362,"Named after T.F.C. Lawrence, (then) Deputy Secretary, (Research and Engineering), Australian Department of Manufacturing Industry (formerly Department of Supply).","A group of rock hills on the eastern side of the Lambert Glacier, 9 km north of the Mawson Escarpment. Plotted from ANARE air photographs taken in 1956, 1960 and 1973.",8219,,"AUS",,,,,0,"No","No","No","No","No","No","No","No","No","No","No","No","No"
"Lawson Aiguilles","Lawson Aiguilles",481,,"Australia","Aiguilles",2,"AUS",-67.8444722222,66.2394444444,,"A line of sharply pointed peaks in the southern part of Mount Rivett, Mac.Robertson Land. One of the peaks was used as an astronomical station by D. Carstens, surveyor at Mawson in 1962.  Another peak was used as a tellurometer station by John Manning, surveyor at Mawson in 1967.  Named after E.J. Lawson, diesel mechanic at Mawson in 1967, who assisted Manning with the survey work. Location for the feature is at southern end of the aigulles - same as survey station NMS40.",8225,,,,"AADC Survey Control Database","National Mapping",,0,"No","No","No","No","No","No","No","No","No","No","No","No","No"
"Lawson Nunatak","Lawson Nunatak",,,"Australia","Nunatak",1816,"AUS",-67.948,62.8461944444,"E.J. Lawson, diesel mechanic at Mawson in 1967","A small, tooth-like nunatak, about 5 km south-east of Branson Nunatak in the Masson Range, Mac.Robertson Land.  Fixed by intersection from trigonometrical stations by John Manning, surveyor at Mawson in February, 1968.",8226,,"AUS",,,,,0,"No","No","No","No","No","No","No","No","No","No","No","No","No"
"Lawson Nunataks","Lawson Nunataks",,,"Australia","Nunatak",1878,"AUS",-70.7833055556,159.75,,"A group of nunataks about 7.4 km south-west of Keim Peak in Oates Land.  Mapped from air photographs taken by the US Navy.  Named after G.J. Lawson, USARP biologist at McMurdo station in the summer of 1967-68.",8227,,"AUS",,,,,0,"No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"Lazarev Mountains","Lazarev Mountains",,,"Australia","Mountain",1394,"AUS",-69.5833,157.2833,"M.P. Lazarev, commander of the <i>Mirny</i> of the Bellingshausen Expedition (1819-21)","A chain of mountains extending southwards for about 57 km from Magga Peak, Oates Land, on the western side of the Matusevich Glacier.  Photographed from the air by USN Operation Highjump (1946-47).  The Third Soviet Maritime Antarctic Expedition (1957-58) and ANARE (1959).  Named after M.P. Lazarev, commander of the sloop <i>Mirny</i> of the Bellingshausen Expedition (1819-21).",8235,,"AUS",,,,,0,"No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"Leah Ridge","Leah Ridge",2016,,"Australia","Ridge",2337,"AUS",-70.2185833333,64.9994722222,,"A rock ridge about 8 km ESE of Mount Béchervaise in the Athos Range, Prince Charles Mountains.  The feature was intersected in November 1966 by an ANARE survey party led by J. Quinert and climbed by the party on 7 December, 1966.  A rock cairn was erected on the highest point. Leah was a code name used at Mawson to identify the survey party.",8249,,,,"AADC Survey Control Database","National Mapping",,0,"No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"Lebed Lake","Lebed Lake",-20.4,"Metadata for coordinates and origin of topographic data.","Australia","Water body",1280,"AUS",-68.6178055163,78.2110000788,,"A saline lake in the southern part of the Vestfold Hills. Photographed by USN Operation Highjump (1946-47), the Soviet Antarctic Expedition in 1956 and ANARE in 1957 and 1958.Named Ozero Lebed'' (Swan Lake) by the Soviet Expedition.",8257,,"AUS","vest_hills_gis","Vestfold Hills Topographic GIS Dataset","Australian Antarctic Division",5000,0,"No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No"
"Leckie Range","Leckie Range",,,"Australia","Range",2231,"AUS",-67.9167,56.4833,"Squadron Leader Douglas W. Leckie, RAAF, who commanded the Antarctic Flight at Mawson in 1956","A range situated about 38 km SSE of Edward VIII Gulf in Kemp Land which includes the peaks shown on the Norwegian Whalers Chart, Sheet 3 as Polhesten and Poloksen.  Named after Squadron Leader Douglas W. Leckie, RAAF, who commanded the Antarctic Flight at Mawson in 1956, and who piloted the Auster Aircraft from which Phillip Law sighted and plotted the range in 1954.",8261,,"AUS",,,,,0,"No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
